investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001661,2024-10-16,125498,REDEMPTION,257136,Uttar Pradesh,Lucknow,T30,56+,Female,26.4,Mandate,PENDING
INV001359,2024-10-16,120504,REDEMPTION,196574,Haryana,Gurugram,T30,36-45,Female,41.8,UPI,PENDING
INV003755,2024-10-16,120842,SIP,15625,Punjab,Chandigarh,T30,46-55,Male,42.7,Net Banking,PENDING
INV001600,2024-10-16,101206,SIP,45333,Rajasthan,Jaipur,T30,26-35,Female,22.9,UPI,PENDING
INV000511,2024-10-17,118635,SIP,43614,Punjab,Chandigarh,T30,46-55,Male,88.7,Net Banking,PENDING
INV000293,2024-10-17,120842,SIP,9055,Karnataka,Mysore,B30,26-35,Female,19.3,UPI,PENDING
INV000192,2024-10-17,119551,SIP,1880,Haryana,Faridabad,B30,26-35,Male,24.4,Net Banking,PENDING
INV000092,2024-10-18,119599,SIP,1729,Haryana,Gurugram,T30,18-25,Female,3.7,Net Banking,PENDING
INV001390,2024-10-18,119095,LUMPSUM,199448,Haryana,Gurugram,T30,26-35,Female,13.0,Mandate,PENDING
INV003851,2024-10-18,118634,SIP,10462,Karnataka,Bangalore,T30,46-55,Male,60.6,Mandate,PENDING
INV001687,2024-10-18,149323,SIP,7175,West Bengal,Kolkata,T30,26-35,Male,7.6,Mandate,PENDING
INV004450,2024-10-18,119094,REDEMPTION,146320,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Net Banking,PENDING
INV004889,2024-10-19,149322,SIP,2885,Rajasthan,Jaipur,T30,46-55,Male,34.5,Net Banking,PENDING
INV004584,2024-10-19,101206,LUMPSUM,258193,Uttar Pradesh,Kanpur,B30,56+,Male,47.5,Cheque,PENDING
INV001782,2024-10-19,148568,SIP,2325,Uttar Pradesh,Agra,B30,36-45,Female,47.5,UPI,PENDING
INV001743,2024-10-19,119120,SIP,14864,Telangana,Hyderabad,T30,26-35,Male,23.5,Net Banking,PENDING
INV002346,2024-10-19,120503,LUMPSUM,115690,Maharashtra,Mumbai,T30,36-45,Male,54.5,UPI,PENDING
INV001208,2024-10-20,120505,SIP,6212,Gujarat,Ahmedabad,T30,56+,Male,18.7,Mandate,PENDING
INV002344,2024-10-20,120505,REDEMPTION,358748,Punjab,Chandigarh,T30,46-55,Female,92.9,Mandate,PENDING
INV004398,2024-10-20,120506,REDEMPTION,133805,Punjab,Chandigarh,T30,46-55,Male,95.2,Cheque,PENDING
INV002493,2024-10-20,101207,SIP,55279,Maharashtra,Mumbai,T30,56+,Female,27.1,Net Banking,PENDING
INV004955,2024-10-21,100033,SIP,5837,Madhya Pradesh,Bhopal,B30,46-55,Male,63.3,Net Banking,PENDING
INV001131,2024-10-21,119094,REDEMPTION,137631,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Net Banking,PENDING
INV002304,2024-10-21,149324,SIP,442,Karnataka,Mysore,B30,46-55,Male,57.7,UPI,PENDING
INV002582,2024-10-22,118632,SIP,1168,Telangana,Hyderabad,T30,26-35,Female,11.1,Net Banking,PENDING
INV003020,2024-10-22,125497,SIP,2007,Delhi,Gurugram,T30,56+,Male,77.6,Mandate,PENDING
INV002187,2024-10-22,119093,LUMPSUM,46784,Tamil Nadu,Chennai,T30,36-45,Male,15.0,Mandate,PENDING
INV002229,2024-10-22,118636,SIP,56009,Rajasthan,Jaipur,T30,36-45,Male,24.6,Cheque,PENDING
INV004722,2024-10-22,101206,REDEMPTION,120260,Haryana,Faridabad,B30,36-45,Female,29.7,UPI,PENDING
INV004443,2024-10-22,120844,SIP,2692,Maharashtra,Nashik,B30,26-35,Female,13.0,Mandate,PENDING
INV000673,2024-10-22,120842,SIP,17560,Maharashtra,Nashik,B30,36-45,Male,47.4,Cheque,PENDING
INV003834,2024-10-23,148567,LUMPSUM,84945,Madhya Pradesh,Bhopal,B30,36-45,Male,25.1,Cheque,PENDING
INV002964,2024-10-23,120844,LUMPSUM,313290,Rajasthan,Udaipur,B30,46-55,Male,84.1,UPI,PENDING
INV000318,2024-10-23,119095,SIP,16018,Madhya Pradesh,Bhopal,B30,46-55,Female,47.5,UPI,PENDING
INV004102,2024-10-23,148567,SIP,26622,Tamil Nadu,Coimbatore,B30,26-35,Female,6.6,Cheque,PENDING
INV002924,2024-10-24,148568,SIP,7198,Tamil Nadu,Chennai,T30,26-35,Female,14.5,Mandate,PENDING
INV001321,2024-10-24,101208,SIP,8380,Telangana,Hyderabad,T30,46-55,Male,74.1,Mandate,PENDING
INV002151,2024-10-24,119598,SIP,2163,Rajasthan,Jaipur,T30,26-35,Female,18.1,Mandate,PENDING
INV000854,2024-10-24,101206,SIP,24341,Karnataka,Bangalore,T30,46-55,Female,79.7,UPI,PENDING
INV000730,2024-10-24,125498,REDEMPTION,38345,Maharashtra,Mumbai,T30,26-35,Male,19.5,Cheque,PENDING
INV000066,2024-10-24,148568,LUMPSUM,97512,Haryana,Faridabad,B30,56+,Male,64.2,Mandate,PENDING
INV003780,2024-10-25,119598,SIP,2894,Haryana,Faridabad,B30,26-35,Male,10.1,UPI,PENDING
INV004724,2024-10-25,119552,SIP,7507,Telangana,Hyderabad,T30,26-35,Male,24.1,UPI,PENDING
INV002111,2024-10-25,148569,SIP,20406,Telangana,Hyderabad,T30,36-45,Female,29.2,UPI,PENDING
INV002343,2024-10-25,120505,SIP,2358,Punjab,Amritsar,B30,26-35,Male,22.1,Mandate,PENDING
INV000351,2024-10-26,102886,SIP,1101,Madhya Pradesh,Indore,T30,56+,Female,62.9,Mandate,PENDING
INV002102,2024-10-26,118636,SIP,508,Madhya Pradesh,Bhopal,B30,26-35,Male,9.2,UPI,PENDING
INV003856,2024-10-26,101207,SIP,3157,Madhya Pradesh,Indore,T30,36-45,Male,46.7,Net Banking,PENDING
INV003416,2024-10-26,118632,REDEMPTION,76743,West Bengal,Kolkata,T30,26-35,Male,22.3,Mandate,PENDING
INV001861,2024-10-26,148568,SIP,3001,Haryana,Gurugram,T30,26-35,Female,19.4,Net Banking,PENDING
INV002365,2024-10-26,119598,LUMPSUM,124835,Gujarat,Ahmedabad,T30,46-55,Male,76.9,Mandate,PENDING
INV002378,2024-10-27,118632,SIP,44595,Haryana,Gurugram,T30,26-35,Male,12.1,Net Banking,PENDING
INV000619,2024-10-27,101208,REDEMPTION,506745,West Bengal,Kolkata,T30,26-35,Male,12.6,Net Banking,PENDING
INV000881,2024-10-27,120505,LUMPSUM,441624,Uttar Pradesh,Agra,B30,26-35,Male,17.1,Net Banking,PENDING
INV004049,2024-10-27,119598,SIP,2811,Gujarat,Ahmedabad,T30,36-45,Male,31.1,Mandate,PENDING
INV004833,2024-10-27,118635,SIP,1013,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Net Banking,PENDING
INV002400,2024-10-27,119094,REDEMPTION,171508,Punjab,Chandigarh,T30,36-45,Male,15.5,Mandate,PENDING
INV000981,2024-10-28,101208,LUMPSUM,261511,West Bengal,Kolkata,T30,36-45,Female,59.7,Net Banking,PENDING
INV003421,2024-10-28,100033,REDEMPTION,311324,Telangana,Hyderabad,T30,26-35,Male,12.4,Mandate,PENDING
INV001591,2024-10-28,120505,LUMPSUM,286717,Rajasthan,Jaipur,T30,56+,Male,28.1,UPI,PENDING
INV002327,2024-10-28,148568,SIP,3288,Punjab,Amritsar,B30,26-35,Male,7.0,Mandate,PENDING
INV001834,2024-10-29,148567,SIP,9292,Gujarat,Ahmedabad,T30,26-35,Male,11.4,Net Banking,PENDING
INV003237,2024-10-29,125498,SIP,438,Delhi,Gurugram,T30,46-55,Male,66.7,UPI,PENDING
INV000725,2024-10-29,120506,LUMPSUM,141299,Telangana,Hyderabad,T30,18-25,Male,6.9,Net Banking,PENDING
INV004935,2024-10-29,118634,REDEMPTION,568734,Telangana,Hyderabad,T30,56+,Female,44.7,UPI,PENDING
INV001212,2024-10-29,100025,SIP,1039,Uttar Pradesh,Lucknow,T30,36-45,Male,40.3,Cheque,PENDING
INV004841,2024-10-29,125498,LUMPSUM,66585,West Bengal,Kolkata,T30,26-35,Male,21.4,Mandate,PENDING
INV000009,2024-10-29,148569,SIP,3591,Haryana,Gurugram,T30,26-35,Male,17.1,UPI,PENDING
INV003892,2024-10-30,149323,SIP,2672,Punjab,Amritsar,B30,46-55,Male,24.4,Net Banking,PENDING
INV001410,2024-10-30,100016,REDEMPTION,73108,Maharashtra,Mumbai,T30,46-55,Male,26.5,Cheque,PENDING
INV002673,2024-10-30,120506,SIP,543,Maharashtra,Mumbai,T30,26-35,Male,14.2,UPI,PENDING
INV000240,2024-10-30,120507,SIP,2145,West Bengal,Kolkata,T30,26-35,Female,6.8,Net Banking,PENDING
INV002840,2024-10-30,101207,SIP,14108,Gujarat,Surat,T30,26-35,Female,12.0,Net Banking,PENDING
INV001128,2024-10-31,148567,SIP,2543,West Bengal,Kolkata,T30,36-45,Female,43.2,Cheque,PENDING
INV001542,2024-10-31,119095,SIP,16198,Uttar Pradesh,Lucknow,T30,36-45,Male,49.1,Cheque,PENDING
INV001987,2024-10-31,120503,LUMPSUM,117567,Tamil Nadu,Coimbatore,B30,18-25,Male,7.2,Net Banking,PENDING
INV000630,2024-10-31,119120,SIP,22112,Uttar Pradesh,Kanpur,B30,26-35,Male,18.9,Mandate,PENDING
INV000846,2024-10-31,102885,SIP,4449,Rajasthan,Udaipur,B30,26-35,Female,21.7,Mandate,PENDING
INV002766,2024-11-01,120843,SIP,13913,Punjab,Chandigarh,T30,26-35,Female,8.7,Cheque,PENDING
INV002113,2024-11-01,119095,REDEMPTION,324048,Maharashtra,Nashik,B30,26-35,Male,21.6,UPI,PENDING
INV003649,2024-11-01,149324,LUMPSUM,91003,Haryana,Gurugram,T30,46-55,Female,79.9,Mandate,PENDING
INV001827,2024-11-01,149322,SIP,12812,Haryana,Faridabad,B30,36-45,Female,54.3,Mandate,PENDING
INV001979,2024-11-01,120503,LUMPSUM,112761,Maharashtra,Pune,T30,26-35,Male,12.2,Cheque,PENDING
INV004037,2024-11-01,120844,LUMPSUM,447237,Gujarat,Ahmedabad,T30,26-35,Male,20.8,Cheque,PENDING
INV004741,2024-11-01,118633,SIP,8259,Telangana,Hyderabad,T30,26-35,Female,24.9,UPI,PENDING
INV000092,2024-11-01,120843,SIP,533,Haryana,Gurugram,T30,18-25,Female,3.7,Mandate,PENDING
INV001202,2024-11-01,102885,SIP,7085,Karnataka,Bangalore,T30,26-35,Male,11.3,UPI,PENDING
INV004939,2024-11-01,149324,LUMPSUM,180774,Punjab,Amritsar,B30,18-25,Male,4.7,Net Banking,PENDING
INV003598,2024-11-01,119093,LUMPSUM,133565,Delhi,Gurugram,T30,26-35,Female,12.7,Cheque,PENDING
INV000381,2024-11-02,101207,SIP,5501,Telangana,Hyderabad,T30,36-45,Female,41.2,Mandate,PENDING
INV000741,2024-11-03,120505,SIP,26489,Rajasthan,Udaipur,B30,26-35,Male,17.4,Cheque,PENDING
INV002128,2024-11-03,149323,LUMPSUM,282418,Rajasthan,Udaipur,B30,26-35,Female,21.6,Mandate,PENDING
INV000390,2024-11-03,101208,SIP,49312,Karnataka,Bangalore,T30,26-35,Male,24.9,UPI,PENDING
INV000232,2024-11-03,118636,LUMPSUM,274112,Uttar Pradesh,Agra,B30,26-35,Male,15.7,Net Banking,PENDING
INV002446,2024-11-03,119095,LUMPSUM,330980,Tamil Nadu,Coimbatore,B30,26-35,Male,12.9,Cheque,PENDING
INV000276,2024-11-03,119552,SIP,2793,Telangana,Hyderabad,T30,36-45,Female,38.3,Cheque,PENDING
INV002807,2024-11-03,120503,SIP,2790,Madhya Pradesh,Indore,T30,46-55,Male,26.7,Cheque,PENDING
INV002747,2024-11-04,119094,SIP,9408,Haryana,Faridabad,B30,46-55,Male,34.0,Mandate,PENDING
INV002452,2024-11-04,102887,SIP,915,Uttar Pradesh,Kanpur,B30,18-25,Male,5.1,Net Banking,PENDING
INV002674,2024-11-04,148569,LUMPSUM,61845,Karnataka,Mysore,B30,26-35,Female,7.4,Net Banking,PENDING
INV003972,2024-11-04,119092,REDEMPTION,441367,Uttar Pradesh,Agra,B30,26-35,Male,10.2,UPI,PENDING
INV003370,2024-11-04,149324,REDEMPTION,306079,Karnataka,Mysore,B30,56+,Female,54.8,Net Banking,PENDING
INV003755,2024-11-05,125498,SIP,5110,Punjab,Chandigarh,T30,46-55,Male,42.7,UPI,PENDING
INV000396,2024-11-06,119598,SIP,1122,Rajasthan,Jaipur,T30,46-55,Male,38.5,Cheque,PENDING
INV001951,2024-11-06,120842,SIP,8644,Punjab,Chandigarh,T30,26-35,Male,10.6,Net Banking,PENDING
INV004802,2024-11-06,149323,REDEMPTION,233075,Uttar Pradesh,Kanpur,B30,26-35,Male,20.9,Net Banking,PENDING
INV002862,2024-11-06,120503,REDEMPTION,75323,Telangana,Hyderabad,T30,56+,Male,72.7,Mandate,PENDING
INV002142,2024-11-06,101208,SIP,16559,Tamil Nadu,Chennai,T30,18-25,Male,3.6,UPI,PENDING
INV003028,2024-11-07,120843,SIP,14050,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Net Banking,PENDING
INV003082,2024-11-07,120841,SIP,5587,Telangana,Hyderabad,T30,26-35,Male,18.7,Cheque,PENDING
INV002535,2024-11-07,101208,SIP,5840,Rajasthan,Udaipur,B30,36-45,Male,22.6,Cheque,PENDING
INV003090,2024-11-07,118634,SIP,508,Karnataka,Bangalore,T30,26-35,Male,16.9,Mandate,PENDING
INV000446,2024-11-07,102886,LUMPSUM,438990,Rajasthan,Jaipur,T30,26-35,Female,23.8,Cheque,PENDING
INV003558,2024-11-07,120842,LUMPSUM,362738,Uttar Pradesh,Lucknow,T30,18-25,Male,6.1,UPI,PENDING
INV000449,2024-11-07,100016,SIP,5843,Haryana,Faridabad,B30,18-25,Male,6.8,Net Banking,PENDING
INV002015,2024-11-08,101208,LUMPSUM,21711,Delhi,New Delhi,T30,26-35,Female,11.1,Net Banking,PENDING
INV000087,2024-11-08,120505,SIP,26554,Rajasthan,Jaipur,T30,36-45,Male,56.2,Net Banking,PENDING
INV003996,2024-11-08,120842,SIP,1076,Karnataka,Bangalore,T30,36-45,Female,39.8,Cheque,PENDING
INV000567,2024-11-09,118634,LUMPSUM,423868,Delhi,New Delhi,T30,26-35,Male,9.1,Cheque,PENDING
INV002323,2024-11-09,148569,SIP,6147,West Bengal,Kolkata,T30,36-45,Female,33.7,UPI,PENDING
INV004413,2024-11-09,125497,SIP,55572,Maharashtra,Mumbai,T30,26-35,Male,14.7,Net Banking,PENDING
INV004542,2024-11-09,100033,LUMPSUM,367725,Maharashtra,Pune,T30,36-45,Male,53.7,Mandate,PENDING
INV002035,2024-11-09,101208,REDEMPTION,350315,Tamil Nadu,Chennai,T30,36-45,Male,12.2,Cheque,PENDING
INV004526,2024-11-10,118634,LUMPSUM,415448,West Bengal,Kolkata,T30,36-45,Male,19.9,UPI,PENDING
INV002429,2024-11-10,120505,LUMPSUM,407517,Rajasthan,Udaipur,B30,26-35,Male,11.2,UPI,PENDING
INV004842,2024-11-10,102886,REDEMPTION,38459,Rajasthan,Udaipur,B30,46-55,Male,32.8,UPI,PENDING
INV000552,2024-11-10,149322,SIP,2312,Uttar Pradesh,Lucknow,T30,36-45,Female,35.8,Net Banking,PENDING
INV003399,2024-11-11,100033,SIP,5452,Telangana,Hyderabad,T30,26-35,Female,16.0,Mandate,PENDING
INV001625,2024-11-11,119095,SIP,3417,Uttar Pradesh,Kanpur,B30,46-55,Female,78.2,UPI,PENDING
INV003847,2024-11-11,102887,LUMPSUM,370596,Telangana,Hyderabad,T30,26-35,Male,19.7,Net Banking,PENDING
INV004011,2024-11-11,120842,REDEMPTION,276234,Punjab,Amritsar,B30,18-25,Female,5.0,Net Banking,PENDING
INV001644,2024-11-11,120506,LUMPSUM,376265,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Cheque,PENDING
INV003450,2024-11-11,120842,SIP,934,Maharashtra,Nashik,B30,18-25,Female,4.2,Cheque,PENDING
INV001213,2024-11-11,101208,REDEMPTION,465087,Punjab,Amritsar,B30,36-45,Male,57.7,Cheque,PENDING
INV004984,2024-11-12,102887,SIP,400,Uttar Pradesh,Agra,B30,46-55,Female,78.8,UPI,PENDING
INV002332,2024-11-12,102886,REDEMPTION,26593,Punjab,Chandigarh,T30,26-35,Female,13.4,Cheque,PENDING
INV001223,2024-11-12,119094,SIP,571,Punjab,Amritsar,B30,56+,Male,46.0,Mandate,PENDING
INV003619,2024-11-12,100016,REDEMPTION,438774,West Bengal,Kolkata,T30,18-25,Female,3.3,UPI,PENDING
INV000388,2024-11-12,119120,SIP,10858,Maharashtra,Nashik,B30,36-45,Male,33.6,UPI,PENDING
INV003568,2024-11-12,148569,REDEMPTION,43917,Tamil Nadu,Chennai,T30,18-25,Female,5.3,Mandate,PENDING
INV000175,2024-11-12,101208,SIP,4186,Karnataka,Bangalore,T30,26-35,Male,17.3,UPI,PENDING
INV002322,2024-11-12,120504,LUMPSUM,309296,Tamil Nadu,Chennai,T30,18-25,Male,3.3,Net Banking,PENDING
INV000793,2024-11-12,149324,SIP,6404,West Bengal,Kolkata,T30,26-35,Female,8.4,UPI,PENDING
INV002701,2024-11-12,102885,SIP,436,Rajasthan,Jaipur,T30,26-35,Male,11.6,Cheque,PENDING
INV004818,2024-11-12,120505,LUMPSUM,207568,Maharashtra,Pune,T30,26-35,Male,23.5,Mandate,PENDING
INV004819,2024-11-12,118633,SIP,452,Telangana,Hyderabad,T30,26-35,Female,14.8,Mandate,PENDING
INV000244,2024-11-13,118633,REDEMPTION,243047,Telangana,Hyderabad,T30,26-35,Male,24.9,Net Banking,PENDING
INV004687,2024-11-13,119551,LUMPSUM,450329,Madhya Pradesh,Bhopal,B30,36-45,Female,15.1,Cheque,PENDING
INV000020,2024-11-13,119598,LUMPSUM,383395,Delhi,Noida,T30,36-45,Female,17.0,Cheque,PENDING
INV004987,2024-11-13,125497,LUMPSUM,411086,Telangana,Hyderabad,T30,46-55,Male,37.1,Cheque,PENDING
INV001439,2024-11-14,119095,REDEMPTION,171310,Karnataka,Bangalore,T30,18-25,Female,5.3,UPI,PENDING
INV004006,2024-11-14,120506,SIP,9190,Tamil Nadu,Coimbatore,B30,56+,Male,59.1,Net Banking,PENDING
INV000876,2024-11-14,125497,REDEMPTION,134352,Tamil Nadu,Chennai,T30,26-35,Male,17.4,Mandate,PENDING
INV004310,2024-11-14,100016,SIP,11918,Telangana,Hyderabad,T30,36-45,Male,18.3,Cheque,PENDING
INV000236,2024-11-15,118636,SIP,3250,Karnataka,Bangalore,T30,36-45,Male,26.2,Net Banking,PENDING
INV002185,2024-11-15,148567,LUMPSUM,331692,Punjab,Chandigarh,T30,26-35,Male,21.0,UPI,PENDING
INV002737,2024-11-15,120505,SIP,17075,Gujarat,Ahmedabad,T30,18-25,Female,5.4,Mandate,PENDING
INV001739,2024-11-15,102885,SIP,58708,West Bengal,Kolkata,T30,36-45,Female,45.5,Mandate,PENDING
INV004168,2024-11-16,100033,SIP,2011,Maharashtra,Nashik,B30,36-45,Female,20.9,Mandate,PENDING
INV001451,2024-11-16,119092,SIP,26908,Madhya Pradesh,Indore,T30,36-45,Male,33.0,Mandate,PENDING
INV002647,2024-11-16,101207,SIP,21809,Rajasthan,Jaipur,T30,46-55,Male,87.0,Cheque,PENDING
INV001942,2024-11-16,118633,SIP,47641,Tamil Nadu,Coimbatore,B30,26-35,Female,20.3,Cheque,PENDING
INV000780,2024-11-16,149322,SIP,6159,Rajasthan,Jaipur,T30,26-35,Male,13.2,UPI,PENDING
INV004751,2024-11-16,118636,SIP,3428,Maharashtra,Pune,T30,36-45,Female,15.6,Cheque,PENDING
INV001080,2024-11-16,148567,SIP,1111,Tamil Nadu,Chennai,T30,18-25,Female,7.3,UPI,PENDING
INV002868,2024-11-17,101206,LUMPSUM,163011,Gujarat,Ahmedabad,T30,26-35,Female,24.7,UPI,PENDING
INV004593,2024-11-17,102887,SIP,5853,Punjab,Amritsar,B30,26-35,Male,13.7,Cheque,PENDING
INV004290,2024-11-17,119095,LUMPSUM,417645,Gujarat,Ahmedabad,T30,46-55,Male,41.9,Mandate,PENDING
INV004354,2024-11-17,118635,SIP,4850,Uttar Pradesh,Kanpur,B30,26-35,Female,17.8,Cheque,PENDING
INV000672,2024-11-17,118634,SIP,528,Rajasthan,Jaipur,T30,26-35,Male,18.8,Mandate,PENDING
INV003075,2024-11-17,118633,LUMPSUM,316255,Delhi,Gurugram,T30,46-55,Male,83.5,Cheque,PENDING
INV004794,2024-11-17,119093,REDEMPTION,117827,Rajasthan,Udaipur,B30,36-45,Female,46.0,Mandate,PENDING
INV001210,2024-11-17,148569,SIP,53456,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Cheque,PENDING
INV004241,2024-11-18,119552,SIP,26095,Maharashtra,Mumbai,T30,36-45,Male,18.9,UPI,PENDING
INV002766,2024-11-18,100016,SIP,582,Punjab,Chandigarh,T30,26-35,Female,8.7,Cheque,PENDING
INV004984,2024-11-18,148567,SIP,6132,Uttar Pradesh,Agra,B30,46-55,Female,78.8,Mandate,PENDING
INV001940,2024-11-19,120843,SIP,2064,Delhi,New Delhi,T30,36-45,Male,28.4,Mandate,PENDING
INV001765,2024-11-19,149322,SIP,5058,Uttar Pradesh,Kanpur,B30,46-55,Male,95.2,Net Banking,PENDING
INV004916,2024-11-19,119095,SIP,2913,Haryana,Faridabad,B30,26-35,Male,12.5,Cheque,PENDING
INV002311,2024-11-20,148569,LUMPSUM,410413,Rajasthan,Udaipur,B30,36-45,Male,31.5,UPI,PENDING
INV003066,2024-11-20,125497,LUMPSUM,22264,Madhya Pradesh,Indore,T30,26-35,Male,20.4,UPI,PENDING
INV003231,2024-11-20,120844,SIP,402,Haryana,Gurugram,T30,26-35,Male,9.1,UPI,PENDING
INV001160,2024-11-20,149324,SIP,16434,Karnataka,Mysore,B30,36-45,Female,13.8,UPI,PENDING
INV001903,2024-11-20,100016,LUMPSUM,110800,Delhi,New Delhi,T30,26-35,Female,8.8,UPI,PENDING
INV004812,2024-11-21,118633,LUMPSUM,16151,Punjab,Amritsar,B30,18-25,Male,4.4,Mandate,PENDING
INV000427,2024-11-21,118636,SIP,1084,Punjab,Amritsar,B30,56+,Female,18.6,Net Banking,PENDING
INV003566,2024-11-21,100016,SIP,6078,Tamil Nadu,Coimbatore,B30,26-35,Male,8.7,Cheque,PENDING
INV002587,2024-11-22,101208,LUMPSUM,270220,West Bengal,Kolkata,T30,18-25,Male,7.2,UPI,PENDING
INV001510,2024-11-22,125498,SIP,12844,Gujarat,Surat,T30,26-35,Male,15.4,UPI,PENDING
INV002697,2024-11-22,119120,SIP,47230,West Bengal,Kolkata,T30,26-35,Male,14.1,Cheque,PENDING
INV004975,2024-11-22,120841,LUMPSUM,283588,Madhya Pradesh,Bhopal,B30,56+,Female,11.5,Net Banking,PENDING
INV000650,2024-11-23,118636,LUMPSUM,422548,Karnataka,Mysore,B30,26-35,Male,22.8,Net Banking,PENDING
INV002510,2024-11-23,101206,LUMPSUM,337357,Karnataka,Mysore,B30,36-45,Male,32.6,Cheque,PENDING
INV001513,2024-11-24,149323,LUMPSUM,106785,Madhya Pradesh,Indore,T30,18-25,Male,5.4,Mandate,PENDING
INV003399,2024-11-24,119552,LUMPSUM,339807,Telangana,Hyderabad,T30,26-35,Female,16.0,Cheque,PENDING
INV004804,2024-11-24,120506,SIP,6162,Maharashtra,Mumbai,T30,36-45,Male,44.1,UPI,PENDING
INV000769,2024-11-24,149323,SIP,2313,West Bengal,Kolkata,T30,36-45,Male,41.1,UPI,PENDING
INV000007,2024-11-25,120843,SIP,14263,Uttar Pradesh,Kanpur,B30,26-35,Male,21.9,Net Banking,PENDING
INV004836,2024-11-25,119599,SIP,7258,West Bengal,Kolkata,T30,26-35,Male,8.3,Net Banking,PENDING
INV003311,2024-11-25,119120,SIP,1633,Madhya Pradesh,Bhopal,B30,26-35,Male,9.5,Mandate,PENDING
INV002546,2024-11-25,125497,SIP,28664,Gujarat,Surat,T30,26-35,Male,19.3,UPI,PENDING
INV004752,2024-11-25,102887,SIP,2591,Delhi,Gurugram,T30,36-45,Female,14.9,UPI,PENDING
INV001562,2024-11-25,101208,SIP,5828,Delhi,Noida,T30,26-35,Male,7.0,Mandate,PENDING
INV003822,2024-11-26,125497,LUMPSUM,402323,Rajasthan,Jaipur,T30,26-35,Male,12.9,Cheque,PENDING
INV003184,2024-11-26,120844,SIP,16580,Maharashtra,Pune,T30,26-35,Male,8.1,Net Banking,PENDING
INV000799,2024-11-26,120504,SIP,1069,Madhya Pradesh,Indore,T30,18-25,Male,4.6,Net Banking,PENDING
INV001174,2024-11-26,149322,LUMPSUM,34497,Maharashtra,Nashik,B30,36-45,Male,12.7,Mandate,PENDING
INV003009,2024-11-27,100016,SIP,3372,Karnataka,Bangalore,T30,26-35,Male,20.1,Net Banking,PENDING
INV004173,2024-11-27,120507,SIP,3545,West Bengal,Kolkata,T30,26-35,Male,16.9,UPI,PENDING
INV002976,2024-11-27,119093,LUMPSUM,173194,Tamil Nadu,Coimbatore,B30,26-35,Male,23.7,Mandate,PENDING
INV000011,2024-11-28,120841,LUMPSUM,33539,West Bengal,Kolkata,T30,26-35,Male,9.6,Cheque,PENDING
INV004907,2024-11-29,149322,SIP,470,Gujarat,Ahmedabad,T30,26-35,Male,20.7,Cheque,PENDING
INV000815,2024-11-29,119094,LUMPSUM,488807,Karnataka,Mysore,B30,26-35,Male,9.2,UPI,PENDING
INV004106,2024-11-29,100016,SIP,1142,Gujarat,Surat,T30,26-35,Male,16.3,Cheque,PENDING
INV001348,2024-11-29,149323,SIP,988,Haryana,Gurugram,T30,26-35,Female,8.6,Mandate,PENDING
INV003006,2024-11-29,149322,LUMPSUM,330917,West Bengal,Kolkata,T30,26-35,Male,9.5,Cheque,PENDING
INV003913,2024-11-29,119095,SIP,948,Telangana,Hyderabad,T30,36-45,Male,51.7,Mandate,PENDING
INV002602,2024-11-29,119094,REDEMPTION,297065,Gujarat,Surat,T30,56+,Female,45.7,Mandate,PENDING
INV002583,2024-11-29,119599,SIP,2094,Gujarat,Ahmedabad,T30,46-55,Male,48.5,Mandate,PENDING
INV000746,2024-11-29,102885,LUMPSUM,266749,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,Mandate,PENDING
INV004851,2024-11-29,120504,REDEMPTION,139563,Uttar Pradesh,Lucknow,T30,26-35,Male,9.3,Net Banking,PENDING
INV004802,2024-11-30,100016,LUMPSUM,332698,Uttar Pradesh,Kanpur,B30,26-35,Male,20.9,UPI,PENDING
INV004520,2024-11-30,149322,SIP,10506,Uttar Pradesh,Lucknow,T30,26-35,Female,15.7,Mandate,PENDING
INV000245,2024-12-01,100033,SIP,8266,Punjab,Amritsar,B30,26-35,Male,6.2,Net Banking,PENDING
INV002256,2024-12-01,101207,SIP,15790,Rajasthan,Jaipur,T30,46-55,Male,49.6,Net Banking,PENDING
INV004212,2024-12-01,118634,SIP,28720,Uttar Pradesh,Kanpur,B30,36-45,Male,41.5,Cheque,PENDING
INV000966,2024-12-01,102885,SIP,6893,Telangana,Hyderabad,T30,26-35,Male,22.8,Mandate,PENDING
INV003257,2024-12-02,119094,SIP,55712,Rajasthan,Jaipur,T30,56+,Male,34.8,Net Banking,PENDING
INV001508,2024-12-02,118634,REDEMPTION,381082,Tamil Nadu,Coimbatore,B30,46-55,Male,63.3,UPI,PENDING
INV000834,2024-12-02,118632,SIP,44427,Uttar Pradesh,Agra,B30,18-25,Female,6.6,Net Banking,PENDING
INV004004,2024-12-02,118634,SIP,57390,Delhi,Gurugram,T30,18-25,Male,3.1,Cheque,PENDING
